User_id,latitude,longitude,time_stamp
560551175355777024,39.647765,-104.98776,Wed Jan 28 21:33:09 +0000 2015
560551183668871168,39.744427,-104.836166,Wed Jan 28 21:33:11 +0000 2015
560551203189190656,39.789107,-104.806916,Wed Jan 28 21:33:16 +0000 2015
560551211901128705,33.935162,-117.458808,Wed Jan 28 21:33:18 +0000 2015
560551252866920452,40.23243,-105.255105,Wed Jan 28 21:33:27 +0000 2015
560551275624800256,39.875584,-105.002927,Wed Jan 28 21:33:33 +0000 2015
560551320642256896,38.526284,-104.908103,Wed Jan 28 21:33:44 +0000 2015
560551349088428032,39.741581,-105.497096,Wed Jan 28 21:33:50 +0000 2015
560551394055553025,39.648026,-105.082163,Wed Jan 28 21:34:01 +0000 2015
560551427601629185,33.912648,-117.321056,Wed Jan 28 21:34:09 +0000 2015
560551454701027328,33.930838,-117.443812,Wed Jan 28 21:34:16 +0000 2015
560551469607186433,39.750256,-105.020434,Wed Jan 28 21:34:19 +0000 2015
560551492420390913,39.865957,-104.985948,Wed Jan 28 21:34:24 +0000 2015
560551509830946816,33.977586,-117.333131,Wed Jan 28 21:34:29 +0000 2015
560551557331054593,39.739154,-104.984703,Wed Jan 28 21:34:40 +0000 2015
560551569876189185,39.755347,-104.9863,Wed Jan 28 21:34:43 +0000 2015
560551593620566017,33.912838,-117.321048,Wed Jan 28 21:34:49 +0000 2015
560551611009728512,33.977192,-117.337567,Wed Jan 28 21:34:53 +0000 2015
560551625237217280,39.71392,-104.811594,Wed Jan 28 21:34:56 +0000 2015
560551639501651969,39.734866,-104.808684,Wed Jan 28 21:35:00 +0000 2015
560551641431040000,39.651176,-105.078992,Wed Jan 28 21:35:00 +0000 2015
560551655830081536,39.741263,-104.956211,Wed Jan 28 21:35:03 +0000 2015
560551674662895616,33.930751,-117.443759,Wed Jan 28 21:35:08 +0000 2015
560551699555704832,39.734333,-104.959384,Wed Jan 28 21:35:14 +0000 2015
560551719621648384,39.794427,-105.055626,Wed Jan 28 21:35:19 +0000 2015
560551734620479490,33.930961,-117.443735,Wed Jan 28 21:35:22 +0000 2015
560551768564977665,39.855431,-105.07998,Wed Jan 28 21:35:30 +0000 2015
560551772356243458,39.680657,-104.842681,Wed Jan 28 21:35:31 +0000 2015
560551796125728769,39.865901,-104.987514,Wed Jan 28 21:35:37 +0000 2015
560551807357698048,39.680052,-104.96202,Wed Jan 28 21:35:40 +0000 2015
560551849200066561,39.746084,-104.995429,Wed Jan 28 21:35:50 +0000 2015
560551858079801344,39.714076,-104.811792,Wed Jan 28 21:35:52 +0000 2015
560551866770415618,33.994949,-117.353175,Wed Jan 28 21:35:54 +0000 2015
560551872407547904,39.739302,-104.669252,Wed Jan 28 21:35:55 +0000 2015
560551875008032769,39.866507,-104.986283,Wed Jan 28 21:35:56 +0000 2015
560551892330483712,39.714166,-104.811651,Wed Jan 28 21:36:00 +0000 2015
560551934047055873,39.83,-105.03,Wed Jan 28 21:36:10 +0000 2015
560551952309059584,39.61751,-105.093032,Wed Jan 28 21:36:14 +0000 2015
560551953457901568,39.742891,-104.989058,Wed Jan 28 21:36:14 +0000 2015
560551981593292801,39.888344,-104.801118,Wed Jan 28 21:36:21 +0000 2015
560551989545684993,39.750501,-104.999391,Wed Jan 28 21:36:23 +0000 2015
560552040296747008,39.734336,-104.959465,Wed Jan 28 21:36:35 +0000 2015
560552092222230528,39.59459,-104.733812,Wed Jan 28 21:36:47 +0000 2015
560552096211009536,39.720927,-104.985096,Wed Jan 28 21:36:48 +0000 2015
560552144731115520,39.865957,-104.985938,Wed Jan 28 21:37:00 +0000 2015
560552151902978048,39.583808,-104.830071,Wed Jan 28 21:37:02 +0000 2015
560552153614266368,39.631448,-104.883319,Wed Jan 28 21:37:02 +0000 2015
560552174435176448,39.714029,-104.811866,Wed Jan 28 21:37:07 +0000 2015
560552184170164225,39.865957,-104.985938,Wed Jan 28 21:37:09 +0000 2015
560552187760480256,33.97754,-117.333026,Wed Jan 28 21:37:10 +0000 2015
560552256479973376,39.901062,-105.001534,Wed Jan 28 21:37:27 +0000 2015
560552261349171200,39.680945,-105.120011,Wed Jan 28 21:37:28 +0000 2015
560552333352779777,39.832873,-104.959649,Wed Jan 28 21:37:45 +0000 2015
560552378408382464,39.795305,-105.055768,Wed Jan 28 21:37:56 +0000 2015
560552418409472000,39.865957,-104.985938,Wed Jan 28 21:38:05 +0000 2015
560552422334943233,39.746012,-104.994593,Wed Jan 28 21:38:06 +0000 2015
560552428399902720,39.72111,-104.984961,Wed Jan 28 21:38:08 +0000 2015
560552443629412352,39.707596,-105.107224,Wed Jan 28 21:38:11 +0000 2015
560552459379019779,39.917833,-104.914277,Wed Jan 28 21:38:15 +0000 2015
560552463862755328,39.734287,-104.959391,Wed Jan 28 21:38:16 +0000 2015
560552475493535745,39.711001,-104.820855,Wed Jan 28 21:38:19 +0000 2015
560552485161431041,33.912957,-117.501965,Wed Jan 28 21:38:21 +0000 2015
560552495550717953,39.735127,-104.809296,Wed Jan 28 21:38:24 +0000 2015
560552503930937344,39.707457,-105.108346,Wed Jan 28 21:38:26 +0000 2015
560552615390748672,33.930767,-117.443779,Wed Jan 28 21:38:52 +0000 2015
560552626475913216,33.973532,-117.328107,Wed Jan 28 21:38:55 +0000 2015
560552628153630720,39.569236,-105.027235,Wed Jan 28 21:38:55 +0000 2015
560552636571607040,39.755147,-104.991057,Wed Jan 28 21:38:57 +0000 2015
560552658050617344,33.955714,-117.329434,Wed Jan 28 21:39:02 +0000 2015
560552660609150976,39.730556,-105.131539,Wed Jan 28 21:39:03 +0000 2015
560552772500611074,39.791393,-105.079516,Wed Jan 28 21:39:30 +0000 2015
560552787503640576,39.734758,-104.809177,Wed Jan 28 21:39:33 +0000 2015
560552811868352512,39.812067,-105.10737,Wed Jan 28 21:39:39 +0000 2015
560552852842483712,40.42593,-105.182406,Wed Jan 28 21:39:49 +0000 2015
560552874715787264,39.522609,-104.96568,Wed Jan 28 21:39:54 +0000 2015
560552921348444162,39.714221,-104.811725,Wed Jan 28 21:40:05 +0000 2015
560552945893138433,40.425935,-105.182357,Wed Jan 28 21:40:11 +0000 2015
560553005448056832,39.832831,-104.992154,Wed Jan 28 21:40:25 +0000 2015
560553008052719616,39.734276,-104.959419,Wed Jan 28 21:40:26 +0000 2015
560553034099347456,39.744427,-104.836166,Wed Jan 28 21:40:32 +0000 2015
560553074519855104,38.677717,-104.781785,Wed Jan 28 21:40:42 +0000 2015
560553074498883585,39.786255,-104.912287,Wed Jan 28 21:40:42 +0000 2015
560553076021399552,33.912747,-117.502143,Wed Jan 28 21:40:42 +0000 2015
560553122381459456,39.747802,-104.992933,Wed Jan 28 21:40:53 +0000 2015
560553133357535232,39.739154,-104.984703,Wed Jan 28 21:40:56 +0000 2015
560553142215905280,39.754247,-104.7871,Wed Jan 28 21:40:58 +0000 2015
560553145734938624,39.697707,-104.822184,Wed Jan 28 21:40:59 +0000 2015
560553183949619200,39.86594,-104.985941,Wed Jan 28 21:41:08 +0000 2015
560553192220786688,39.714074,-104.811856,Wed Jan 28 21:41:10 +0000 2015
560553205050785792,39.679171,-104.887649,Wed Jan 28 21:41:13 +0000 2015
560553245664219136,39.576406,-106.723464,Wed Jan 28 21:41:22 +0000 2015
560553280732803072,40.425947,-105.18235,Wed Jan 28 21:41:31 +0000 2015
560553303201705984,39.740656,-104.813084,Wed Jan 28 21:41:36 +0000 2015
560553342368088064,39.90539,-104.931032,Wed Jan 28 21:41:46 +0000 2015
560553360181301250,39.62457,-104.735609,Wed Jan 28 21:41:50 +0000 2015
560553414577651712,40.04207,-107.923059,Wed Jan 28 21:42:03 +0000 2015
560553438472593408,39.866623,-104.986115,Wed Jan 28 21:42:08 +0000 2015
560553518033944576,40.222033,-104.986686,Wed Jan 28 21:42:27 +0000 2015
560553552263659520,33.911202,-117.501684,Wed Jan 28 21:42:36 +0000 2015
560553556273410050,39.786464,-104.912247,Wed Jan 28 21:42:37 +0000 2015
560553578264539136,39.915993,-104.956251,Wed Jan 28 21:42:42 +0000 2015
560553602800840704,39.789819,-104.990117,Wed Jan 28 21:42:48 +0000 2015
560553620543139840,39.735437,-104.998962,Wed Jan 28 21:42:52 +0000 2015
560553628893597696,39.511546,-104.496618,Wed Jan 28 21:42:54 +0000 2015
560553643783385088,39.734224,-104.81324,Wed Jan 28 21:42:57 +0000 2015
560553654319472640,33.95037,-117.368356,Wed Jan 28 21:43:00 +0000 2015
560553676607987712,39.647765,-104.98776,Wed Jan 28 21:43:05 +0000 2015
560553713815678976,33.950352,-117.368335,Wed Jan 28 21:43:14 +0000 2015
560553739367350273,39.613973,-104.807892,Wed Jan 28 21:43:20 +0000 2015
560553753309220864,39.734228,-104.813244,Wed Jan 28 21:43:24 +0000 2015
560553773932634112,39.753903,-105.01351,Wed Jan 28 21:43:28 +0000 2015
560553783227588609,39.754168,-104.92151,Wed Jan 28 21:43:31 +0000 2015
560553804639121408,39.734224,-104.813266,Wed Jan 28 21:43:36 +0000 2015
560553827154558977,39.748484,-105.007569,Wed Jan 28 21:43:41 +0000 2015
560553827745529856,39.750156,-104.997934,Wed Jan 28 21:43:41 +0000 2015
560553846712193024,39.523189,-104.966167,Wed Jan 28 21:43:46 +0000 2015
560553881281634304,39.751564,-104.997758,Wed Jan 28 21:43:54 +0000 2015
560553888642654208,39.734219,-104.813281,Wed Jan 28 21:43:56 +0000 2015
560553904660697089,39.611511,-104.903716,Wed Jan 28 21:44:00 +0000 2015
560553931042848768,39.730502,-105.13153,Wed Jan 28 21:44:06 +0000 2015
560553955235614720,39.734219,-104.813281,Wed Jan 28 21:44:12 +0000 2015
560553971597975552,39.728214,-104.980622,Wed Jan 28 21:44:16 +0000 2015
560553980439580672,39.594181,-104.804228,Wed Jan 28 21:44:18 +0000 2015
560554002538975233,39.734219,-104.813281,Wed Jan 28 21:44:23 +0000 2015
560554003927273472,39.730533,-105.131452,Wed Jan 28 21:44:23 +0000 2015
560554053478793216,33.91299,-117.428988,Wed Jan 28 21:44:35 +0000 2015
560554091089494017,39.837625,-104.994652,Wed Jan 28 21:44:44 +0000 2015
560554113675849728,39.865967,-104.985895,Wed Jan 28 21:44:49 +0000 2015
